store_id,month,category,revenue,transaction_count,units_sold
1017,2024-12,Bakery,210968.44,2562,8178
1017,2024-12,Frozen Foods,300841.23,4005,14956
1017,2024-12,Beverages,396042.13,4851,16049
1017,2024-12,Household,499245.18,7487,22979
1017,2024-12,Electronics,511121.64,6048,23407
1017,2024-12,Health & Beauty,191695.42,2109,6391
1017,2024-12,Home & Garden,122477.51,1412,4015
1017,2024-12,Apparel,113100.6,1353,3555
1017,2024-12,Gas Station,180719.27,3737,13193
1018,2024-12,Grocery,1242345.76,14965,53360
1018,2024-12,Fresh Produce,465864.23,5712,14400
1018,2024-12,Meat & Seafood,711961.18,9269,29584
1018,2024-12,Bakery,312073.61,3501,12514
1018,2024-12,Frozen Foods,517926.32,6466,19676
1018,2024-12,Beverages,607035.7,7767,26816
1018,2024-12,Household,743468.64,7902,24464
1018,2024-12,Electronics,825118.2,8693,28217
1018,2024-12,Health & Beauty,323198.9,4055,17795
1018,2024-12,Home & Garden,192964.86,2267,6812
1018,2024-12,Apparel,191506.23,2516,7326
1018,2024-12,Gas Station,298419.43,6540,29244
1019,2024-12,Grocery,1018076.56,12501,39200
1019,2024-12,Fresh Produce,313418.1,3739,14092
1019,2024-12,Meat & Seafood,514517.23,6229,27743
1019,2024-12,Bakery,246655.02,2516,8746
1019,2024-12,Frozen Foods,437899.77,4598,13473
1019,2024-12,Beverages,515811.69,6190,27824
1019,2024-12,Household,573070.06,5647,16853
1019,2024-12,Electronics,568793.25,5547,16519
1019,2024-12,Health & Beauty,267602.51,3566,14980
1019,2024-12,Home & Garden,162060.94,2224,8467
1019,2024-12,Apparel,154551.24,1533,5332
1019,2024-12,Gas Station,232556.47,4887,15068
1020,2024-12,Grocery,831806.02,9011,39719
1020,2024-12,Fresh Produce,327869.65,3943,15172
1020,2024-12,Meat & Seafood,509135.34,6370,19191
1020,2024-12,Bakery,205713.05,2429,9717
1020,2024-12,Frozen Foods,384022.3,4585,19319
1020,2024-12,Beverages,403838.39,3719,13285
1020,2024-12,Household,523559.07,5882,25749
1020,2024-12,Electronics,583860.04,6715,26953
1020,2024-12,Health & Beauty,202983.73,2576,11575
1020,2024-12,Home & Garden,146235.4,1556,3984
1020,2024-12,Apparel,133131.19,1664,4894
1020,2024-12,Gas Station,216725.94,4553,15040
1021,2024-12,Grocery,1420023.51,16723,63575
1021,2024-12,Fresh Produce,453539.13,5553,19581
1021,2024-12,Meat & Seafood,714810.56,7845,32486
1021,2024-12,Bakery,333909.02,3847,12150
1021,2024-12,Frozen Foods,532822.06,5865,17650
1021,2024-12,Beverages,713129.14,7581,26860
1021,2024-12,Household,853381.45,10696,28434
1021,2024-12,Electronics,788029.83,8088,35357
1021,2024-12,Health & Beauty,304054.96,3444,12480
1021,2024-12,Home & Garden,216588.16,2320,8437
1021,2024-12,Apparel,201173.43,1972,8514
1021,2024-12,Gas Station,316450.13,8084,35494
1022,2024-12,Grocery,1102877.44,12570,43297
1022,2024-12,Fresh Produce,420513.98,5107,21180
1022,2024-12,Meat & Seafood,611111.72,7684,31820
1022,2024-12,Bakery,308074.49,3245,12850
1022,2024-12,Frozen Foods,406591.93,4516,11961
1022,2024-12,Beverages,564250.61,7848,25787
1022,2024-12,Household,675193.37,7307,29873
1022,2024-12,Electronics,640121.06,7974,30774
1022,2024-12,Health & Beauty,287116.87,4037,17701
1022,2024-12,Home & Garden,193559.04,2716,10856
1022,2024-12,Apparel,173816.08,2130,9396
1022,2024-12,Gas Station,266058.87,6176,16637
1023,2024-12,Grocery,877004.05,10165,27521
1023,2024-12,Fresh Produce,308503.34,3532,13548
1023,2024-12,Meat & Seafood,479614.25,4457,18243
1023,2024-12,Bakery,233998.88,2478,7124
1023,2024-12,Frozen Foods,337756.45,4281,11931
1023,2024-12,Beverages,429737.77,4818,16986
1023,2024-12,Household,553893.85,7365,31264
1023,2024-12,Electronics,520060.84,5149,22406
1023,2024-12,Health & Beauty,207895.85,2835,7832
1023,2024-12,Home & Garden,144641.84,1434,5644
1023,2024-12,Apparel,133754.74,1420,5112
1023,2024-12,Gas Station,229563.54,5174,21600
1024,2024-12,Grocery,1058923.13,12037,36514
1024,2024-12,Fresh Produce,380779.6,4343,11781
1024,2024-12,Meat & Seafood,568837.35,6509,26000
1024,2024-12,Bakery,272416.62,3232,13117
1024,2024-12,Frozen Foods,464976.2,6679,27201
1024,2024-12,Beverages,547785.18,6216,21706
1024,2024-12,Household,679557.07,7991,35743
1024,2024-12,Electronics,637903.43,6964,26981
1024,2024-12,Health & Beauty,248595.68,2827,8818
1024,2024-12,Home & Garden,183171.43,2193,6004
1024,2024-12,Apparel,165061.3,1936,5692
1024,2024-12,Gas Station,245872.74,5758,15426
1025,2024-12,Grocery,808591.86,10401,41818
1025,2024-12,Fresh Produce,288803.18,3407,14419
1025,2024-12,Meat & Seafood,454286.11,5890,19959
1025,2024-12,Bakery,224229.73,2378,7650
1025,2024-12,Frozen Foods,332201.82,3268,8767
1025,2024-12,Beverages,402149.09,4966,14723
1025,2024-12,Household,492635.6,6206,17699
1025,2024-12,Electronics,506277.85,6601,18311
1025,2024-12,Health & Beauty,215475.82,2610,11660
1025,2024-12,Home & Garden,143892.13,2115,7224
1025,2024-12,Apparel,119265.45,1127,4100
1025,2024-12,Gas Station,220166.73,4964,14139
1001,2025-01,Grocery,704635.11,7925,26933
1001,2025-01,Fresh Produce,248207.3,3038,8352
1001,2025-01,Meat & Seafood,369683.16,4153,14088
1001,2025-01,Bakery,174135.31,1679,5725
1001,2025-01,Frozen Foods,283159.74,3163,11836
1001,2025-01,Beverages,330679.71,4125,15496
1001,2025-01,Household,408527.82,4550,15920
1001,2025-01,Electronics,234191.24,2540,10448
1001,2025-01,Health & Beauty,180424.18,2274,6072
1001,2025-01,Home & Garden,107563.21,1265,3912
1001,2025-01,Apparel,109472.95,1227,5519
1001,2025-01,Gas Station,150832.93,3257,11953
1002,2025-01,Grocery,796003.13,7993,30644
1002,2025-01,Fresh Produce,253358.22,2910,9810
1002,2025-01,Meat & Seafood,379356.42,4203,15913
1002,2025-01,Bakery,180930.47,1807,5312
1002,2025-01,Frozen Foods,288431.08,3350,9269
1002,2025-01,Beverages,364844.92,4115,18266
1002,2025-01,Household,423210.33,3462,12616
1002,2025-01,Electronics,231603.45,2386,8179
1002,2025-01,Health & Beauty,176387.9,2348,8942
1002,2025-01,Home & Garden,107750.68,1091,3486
1002,2025-01,Apparel,107299.87,1307,4611
1002,2025-01,Gas Station,150195.2,3425,13822
1003,2025-01,Grocery,613243.4,7096,18651
1003,2025-01,Fresh Produce,204205.2,2691,11347
1003,2025-01,Meat & Seafood,313401.32,4232,18594
1003,2025-01,Bakery,141294.38,1546,6745
1003,2025-01,Frozen Foods,210774.41,2638,11770
1003,2025-01,Beverages,281723.38,3658,14628
1003,2025-01,Household,351429.25,3693,9654
1003,2025-01,Electronics,204690.33,2718,7352
1003,2025-01,Health & Beauty,134014.02,1575,6675
1003,2025-01,Home & Garden,92985.51,1094,3988
1003,2025-01,Apparel,92985.59,1013,3893
1003,2025-01,Gas Station,121827.37,2383,8965
1004,2025-01,Grocery,888331.52,10792,40618
1004,2025-01,Fresh Produce,320514.37,4081,15783
1004,2025-01,Meat & Seafood,444785.39,5715,24227
1004,2025-01,Bakery,193798.13,1995,8769
1004,2025-01,Frozen Foods,301083.65,3447,12239
1004,2025-01,Beverages,392163.12,4513,20293
1004,2025-01,Household,432287.43,5259,23610
1004,2025-01,Electronics,268062.87,3308,9992
1004,2025-01,Health & Beauty,202705.07,2573,9967
1004,2025-01,Home & Garden,128568.33,1613,4948
1004,2025-01,Apparel,112129.43,1463,5879
1004,2025-01,Gas Station,181329.72,4108,14483
1005,2025-01,Grocery,400734.1,3942,15980
1005,2025-01,Fresh Produce,160543.91,1927,7936
1005,2025-01,Meat & Seafood,223617.95,2622,11538
1005,2025-01,Bakery,117445.81,1315,5796
1005,2025-01,Frozen Foods,169767.92,2123,8596
1005,2025-01,Beverages,206202.7,2559,6643
1005,2025-01,Household,239150.02,2717,11797
1005,2025-01,Electronics,144720.86,1815,5457
1005,2025-01,Health & Beauty,102401.42,1225,3921
1005,2025-01,Home & Garden,71272.94,836,3614
1005,2025-01,Apparel,67960.08,786,2372
1005,2025-01,Gas Station,107484.06,2336,10265
1006,2025-01,Grocery,638952.01,6565,19341
1006,2025-01,Fresh Produce,245996.93,3031,8730
1006,2025-01,Meat & Seafood,291835.43,4052,10705
1006,2025-01,Bakery,151796.87,1969,7185
1006,2025-01,Frozen Foods,279402.8,4166,11308
1006,2025-01,Beverages,290281.98,2656,10537
1006,2025-01,Household,377238.52,4978,13309
1006,2025-01,Electronics,205388.83,2296,6312
1006,2025-01,Health & Beauty,146007.15,1609,4724
1006,2025-01,Home & Garden,101903.43,866,2408
1006,2025-01,Apparel,84903.74,911,2611
1006,2025-01,Gas Station,148024.63,3218,12457
1007,2025-01,Grocery,578101.79,6573,19372
1007,2025-01,Fresh Produce,217911.5,2636,8953
1007,2025-01,Meat & Seafood,322824.07,3224,8564
1007,2025-01,Bakery,146675.77,1572,5342
1007,2025-01,Frozen Foods,237263.95,2969,10237
1007,2025-01,Beverages,274513.65,3109,7795
1007,2025-01,Household,363845.37,4088,12801
1007,2025-01,Electronics,190005.29,2380,7375
1007,2025-01,Health & Beauty,154782.0,1656,7114
1007,2025-01,Home & Garden,93698.8,1083,2807
1007,2025-01,Apparel,89095.42,1134,3237
1007,2025-01,Gas Station,140848.01,3082,11889
1008,2025-01,Grocery,622391.21,7224,29185
1008,2025-01,Fresh Produce,220702.25,2549,10116
1008,2025-01,Meat & Seafood,314480.3,3741,15201
1008,2025-01,Bakery,152096.94,1644,4414
1008,2025-01,Frozen Foods,233234.25,2246,7926
1008,2025-01,Beverages,322921.64,3903,10832
1008,2025-01,Household,385037.1,4116,16278
1008,2025-01,Electronics,206553.13,2615,8137
1008,2025-01,Health & Beauty,151493.37,1777,6614
1008,2025-01,Home & Garden,100643.02,1379,3800
1008,2025-01,Apparel,86364.51,1086,2789
1008,2025-01,Gas Station,156594.04,3606,11501
1009,2025-01,Grocery,693945.32,8647,25920
1009,2025-01,Fresh Produce,263855.01,3010,11400
1009,2025-01,Meat & Seafood,380943.49,4306,13738
1009,2025-01,Bakery,160486.91,1967,8387
1009,2025-01,Frozen Foods,265264.92,3414,10879
1009,2025-01,Beverages,373131.97,4457,15022
1009,2025-01,Household,432500.47,4366,17468
1009,2025-01,Electronics,240302.31,2649,11274
1009,2025-01,Health & Beauty,179491.92,1867,5980
1009,2025-01,Home & Garden,110055.87,1198,4380
1009,2025-01,Apparel,104848.22,1419,3630
1009,2025-01,Gas Station,172000.22,3572,13938
1010,2025-01,Grocery,621443.13,8701,29435
1010,2025-01,Fresh Produce,218497.5,2389,10124
1010,2025-01,Meat & Seafood,360844.5,4533,16942
1010,2025-01,Bakery,160156.13,1786,6119
1010,2025-01,Frozen Foods,256948.89,3016,11382
1010,2025-01,Beverages,308067.87,3962,11089
1010,2025-01,Household,370214.72,4687,13420
1010,2025-01,Electronics,207923.41,2419,8313
1010,2025-01,Health & Beauty,152318.15,1777,7481
1010,2025-01,Home & Garden,105668.59,1065,4185
1010,2025-01,Apparel,84666.85,932,4123
1010,2025-01,Gas Station,150524.84,3338,8377
1011,2025-01,Grocery,582174.61,6541,21675
1011,2025-01,Fresh Produce,211699.79,2535,11387
1011,2025-01,Meat & Seafood,293507.42,3607,13600
1011,2025-01,Bakery,149805.24,1726,4672
1011,2025-01,Frozen Foods,242727.6,2554,7758
1011,2025-01,Beverages,309556.81,3748,14243
1011,2025-01,Household,351690.38,4266,18335
1011,2025-01,Electronics,191002.17,2030,5544
1011,2025-01,Health & Beauty,149340.62,1743,6171
1011,2025-01,Home & Garden,94396.24,1244,3959
1011,2025-01,Apparel,93029.56,1160,3403
1011,2025-01,Gas Station,135779.95,3166,8851
1012,2025-01,Grocery,578664.11,7545,33423
1012,2025-01,Fresh Produce,223322.41,2224,9931
1012,2025-01,Meat & Seafood,350790.53,5458,16458
1012,2025-01,Bakery,161516.72,1794,5710
1012,2025-01,Frozen Foods,267851.56,3332,12777
1012,2025-01,Beverages,326502.39,3657,10679
1012,2025-01,Household,404215.44,4497,16068
1012,2025-01,Electronics,214415.31,2635,9790
1012,2025-01,Health & Beauty,162399.47,1781,7168
1012,2025-01,Home & Garden,94673.26,1177,3016
1012,2025-01,Apparel,97715.67,1046,4569
1012,2025-01,Gas Station,157598.91,3210,13587
1013,2025-01,Grocery,786958.45,8716,26965
1013,2025-01,Fresh Produce,290532.08,3457,9189
1013,2025-01,Meat & Seafood,423421.85,4518,11438
1013,2025-01,Bakery,193083.37,2370,10204
1013,2025-01,Frozen Foods,312548.43,3459,10544
1013,2025-01,Beverages,394144.82,5150,21138
1013,2025-01,Household,448598.3,4587,11875
1013,2025-01,Electronics,240041.41,2707,7400
1013,2025-01,Health & Beauty,176951.1,2322,8504
1013,2025-01,Home & Garden,123384.93,1130,3635
1013,2025-01,Apparel,114192.01,1676,6861
1013,2025-01,Gas Station,192494.89,4741,15063
1014,2025-01,Grocery,624514.88,6863,25227
1014,2025-01,Fresh Produce,225408.03,2719,11788
1014,2025-01,Meat & Seafood,339332.44,4311,15327
1014,2025-01,Bakery,158480.05,1873,7578
1014,2025-01,Frozen Foods,251539.37,2867,8145
1014,2025-01,Beverages,288731.14,3308,12832
1014,2025-01,Household,366260.18,4597,12246
1014,2025-01,Electronics,222433.81,2300,7262
1014,2025-01,Health & Beauty,149025.84,1650,5766
1014,2025-01,Home & Garden,104265.03,1113,2953
1014,2025-01,Apparel,87822.78,1109,3857
1014,2025-01,Gas Station,155125.28,3115,13676
1015,2025-01,Grocery,728068.13,9700,37506
1015,2025-01,Fresh Produce,250199.0,3078,10335
1015,2025-01,Meat & Seafood,369684.03,4087,12404
1015,2025-01,Bakery,167599.36,1659,4557
1015,2025-01,Frozen Foods,281782.48,3388,13448
1015,2025-01,Beverages,332777.6,3873,10667
1015,2025-01,Household,419415.64,4927,16787
1015,2025-01,Electronics,248447.73,2505,6813
1015,2025-01,Health & Beauty,176288.61,2301,9734
1015,2025-01,Home & Garden,109943.22,1489,4065
1015,2025-01,Apparel,108673.04,1501,4355
1015,2025-01,Gas Station,174019.51,3789,11848
1016,2025-01,Grocery,799438.03,10642,41490
1016,2025-01,Fresh Produce,240110.69,3489,15568
1016,2025-01,Meat & Seafood,390526.91,4751,19066
1016,2025-01,Bakery,190655.57,2023,5759
1016,2025-01,Frozen Foods,297965.1,4132,15949
1016,2025-01,Beverages,383741.11,4159,18679
1016,2025-01,Household,444155.32,6322,27477
1016,2025-01,Electronics,234891.35,2697,9798
1016,2025-01,Health & Beauty,173416.38,2246,7681
1016,2025-01,Home & Garden,113982.36,1152,3247
1016,2025-01,Apparel,112528.42,1454,4599
1016,2025-01,Gas Station,177091.7,4641,16235
1017,2025-01,Grocery,443667.69,4845,14601
1017,2025-01,Fresh Produce,165051.16,1952,5905
1017,2025-01,Meat & Seafood,262812.28,2477,10100
1017,2025-01,Bakery,115016.68,1448,5625
1017,2025-01,Frozen Foods,188730.46,2153,7622
1017,2025-01,Beverages,226162.46,2582,10485
1017,2025-01,Household,279039.71,2897,11931
1017,2025-01,Electronics,144120.82,1612,4598
1017,2025-01,Health & Beauty,115273.91,1362,4748
1017,2025-01,Home & Garden,66004.52,776,2535
1017,2025-01,Apparel,69000.47,729,2392
1017,2025-01,Gas Station,100116.6,1976,5813
1018,2025-01,Grocery,793780.08,10988,36593
1018,2025-01,Fresh Produce,279706.51,3143,7923
1018,2025-01,Meat & Seafood,431183.3,4632,19842
1018,2025-01,Bakery,188736.01,1952,5331
1018,2025-01,Frozen Foods,310629.26,3616,15676
1018,2025-01,Beverages,395409.09,5129,18153
1018,2025-01,Household,472229.03,4797,20656
1018,2025-01,Electronics,279591.13,3194,13995
1018,2025-01,Health & Beauty,210306.28,2782,9474
1018,2025-01,Home & Garden,130657.96,1737,6450
1018,2025-01,Apparel,119879.92,1576,6473
1018,2025-01,Gas Station,181623.48,4042,13208
1019,2025-01,Grocery,530343.25,6291,16798
1019,2025-01,Fresh Produce,183487.23,2387,10571
1019,2025-01,Meat & Seafood,276535.68,2902,11155
1019,2025-01,Bakery,140674.25,1502,3808
1019,2025-01,Frozen Foods,229500.71,2412,8758
1019,2025-01,Beverages,273039.45,3105,10015
1019,2025-01,Household,321035.34,4187,17908
1019,2025-01,Electronics,184762.91,2556,8007
1019,2025-01,Health & Beauty,132913.37,1393,5048
1019,2025-01,Home & Garden,83194.77,923,3572
1019,2025-01,Apparel,79245.45,845,2242
1019,2025-01,Gas Station,135818.58,2536,9731
1020,2025-01,Grocery,517466.58,5387,22856
1020,2025-01,Fresh Produce,163408.11,1785,5967
1020,2025-01,Meat & Seafood,283754.04,3178,13667
1020,2025-01,Bakery,117938.06,1429,5493
1020,2025-01,Frozen Foods,207193.71,2562,10633
1020,2025-01,Beverages,241857.54,3138,12224
1020,2025-01,Household,299855.35,3341,11337
1020,2025-01,Electronics,171357.52,2002,8687
1020,2025-01,Health & Beauty,116188.91,1276,5355
1020,2025-01,Home & Garden,78694.67,1008,3788
1020,2025-01,Apparel,76333.8,840,3161
1020,2025-01,Gas Station,112117.72,2492,10795
1021,2025-01,Grocery,697540.91,9528,33839
1021,2025-01,Fresh Produce,257371.71,3213,14122
1021,2025-01,Meat & Seafood,398433.38,4937,18717
1021,2025-01,Bakery,162693.94,1973,6938
1021,2025-01,Frozen Foods,279911.21,3205,12170
1021,2025-01,Beverages,361584.64,4599,12789
1021,2025-01,Household,437397.06,6153,25830
1021,2025-01,Electronics,210790.6,2681,9063
1021,2025-01,Health & Beauty,169562.81,2275,8340
1021,2025-01,Home & Garden,110383.16,1312,4651
1021,2025-01,Apparel,103844.06,1213,3758
1021,2025-01,Gas Station,159111.05,3257,9479
1022,2025-01,Grocery,715343.36,8237,25716
1022,2025-01,Fresh Produce,264369.87,3227,12812
1022,2025-01,Meat & Seafood,378505.82,4828,20639
1022,2025-01,Bakery,177592.86,1907,7005
1022,2025-01,Frozen Foods,294098.76,3284,10753
1022,2025-01,Beverages,361627.6,4893,14002
1022,2025-01,Household,415269.57,5300,18452
1022,2025-01,Electronics,248714.46,2725,10441
1022,2025-01,Health & Beauty,185481.58,2154,9150
1022,2025-01,Home & Garden,121912.45,1578,4741
1022,2025-01,Apparel,102704.81,1277,3560
1022,2025-01,Gas Station,157383.87,3302,12243
1023,2025-01,Grocery,533680.19,5876,23165
1023,2025-01,Fresh Produce,198718.8,2510,11204
1023,2025-01,Meat & Seafood,280013.09,3526,15501
1023,2025-01,Bakery,139398.68,1950,8197
1023,2025-01,Frozen Foods,217825.81,2226,9779
1023,2025-01,Beverages,263182.91,2820,9582
1023,2025-01,Household,340603.52,4096,15564
1023,2025-01,Electronics,199452.65,2500,8950
1023,2025-01,Health & Beauty,146347.17,1867,7019
1023,2025-01,Home & Garden,91732.34,953,4232
1023,2025-01,Apparel,75087.12,854,2976
1023,2025-01,Gas Station,126572.23,2724,8318
1024,2025-01,Grocery,638937.2,7246,21567
1024,2025-01,Fresh Produce,215944.64,2006,8590
1024,2025-01,Meat & Seafood,323544.49,3703,13140
1024,2025-01,Bakery,159190.67,1954,8728
1024,2025-01,Frozen Foods,237234.67,3055,11056
1024,2025-01,Beverages,302607.84,3095,13451
1024,2025-01,Household,386837.06,4424,11329
1024,2025-01,Electronics,229923.49,2897,8455
1024,2025-01,Health & Beauty,171785.68,2074,7787
1024,2025-01,Home & Garden,104261.8,1222,4707
1024,2025-01,Apparel,96229.14,1182,4693
1024,2025-01,Gas Station,148801.01,3088,13021
1025,2025-01,Grocery,506153.37,5301,23062
1025,2025-01,Fresh Produce,178602.38,2101,5510
1025,2025-01,Meat & Seafood,292732.62,3731,16569
1025,2025-01,Bakery,137747.57,1307,4624
1025,2025-01,Frozen Foods,212619.84,2214,8827
1025,2025-01,Beverages,266603.13,2880,9986
1025,2025-01,Household,325410.69,3434,8762
1025,2025-01,Electronics,166997.62,2051,5134
1025,2025-01,Health & Beauty,117174.91,1465,5401
1025,2025-01,Home & Garden,80716.26,808,3113
1025,2025-01,Apparel,83436.19,1029,2812
1025,2025-01,Gas Station,119080.31,2306,9212
1001,2025-02,Grocery,622780.55,8816,25027
1001,2025-02,Fresh Produce,250986.35,2970,12329
1001,2025-02,Meat & Seafood,369553.33,4096,17822
1001,2025-02,Bakery,190790.31,2253,9744
1001,2025-02,Frozen Foods,276054.89,3598,12144
1001,2025-02,Beverages,366736.87,3916,12037
1001,2025-02,Household,398675.37,4087,11666
1001,2025-02,Electronics,245250.42,3325,11523
1001,2025-02,Health & Beauty,179277.64,2064,5280
1001,2025-02,Home & Garden,112063.75,1345,4563
1001,2025-02,Apparel,106923.54,1267,3705
1001,2025-02,Gas Station,142651.76,3823,11533
1002,2025-02,Grocery,708656.34,8501,22223
1002,2025-02,Fresh Produce,238276.47,2902,11101
1002,2025-02,Meat & Seafood,409246.48,4063,11789
1002,2025-02,Bakery,187787.66,2262,8604
1002,2025-02,Frozen Foods,248939.62,3133,13927
1002,2025-02,Beverages,356858.01,4044,12905
1002,2025-02,Household,409302.01,4618,19098
1002,2025-02,Electronics,252914.04,3200,14066
1002,2025-02,Health & Beauty,172866.97,2018,7505
1002,2025-02,Home & Garden,105996.44,1175,4530
1002,2025-02,Apparel,95495.13,1181,4599
1002,2025-02,Gas Station,152267.63,3381,10231
1003,2025-02,Grocery,504367.21,6292,26957
1003,2025-02,Fresh Produce,176718.62,2014,6799
1003,2025-02,Meat & Seafood,263116.48,2504,9192
1003,2025-02,Bakery,123779.32,1466,3857
1003,2025-02,Frozen Foods,215137.57,2954,9505
1003,2025-02,Beverages,257363.89,3397,13900
1003,2025-02,Household,308589.46,3554,15514
1003,2025-02,Electronics,190570.3,2137,6535
1003,2025-02,Health & Beauty,137352.87,1671,4316
1003,2025-02,Home & Garden,85332.62,1126,4183
1003,2025-02,Apparel,83181.5,985,2548
1003,2025-02,Gas Station,128607.55,2753,11024
1004,2025-02,Grocery,859953.58,7683,23777
1004,2025-02,Fresh Produce,326831.09,3445,14117
1004,2025-02,Meat & Seafood,488539.67,5536,16979
1004,2025-02,Bakery,233462.38,2705,10655
1004,2025-02,Frozen Foods,318629.47,4215,13761
1004,2025-02,Beverages,403177.6,5260,21550
1004,2025-02,Household,518202.59,5548,16392
1004,2025-02,Electronics,285783.53,3354,11327
1004,2025-02,Health & Beauty,195765.8,2203,5562
1004,2025-02,Home & Garden,137925.07,1699,5075
1004,2025-02,Apparel,126192.87,1844,7880
1004,2025-02,Gas Station,199467.03,4569,11743
1005,2025-02,Grocery,546754.42,6668,16900
1005,2025-02,Fresh Produce,194347.78,2322,8006
1005,2025-02,Meat & Seafood,260234.18,2977,11398
1005,2025-02,Bakery,122237.17,1518,6492
1005,2025-02,Frozen Foods,192924.41,2228,8975
1005,2025-02,Beverages,262843.1,3462,14564
1005,2025-02,Household,315056.94,3833,12908
1005,2025-02,Electronics,168693.13,2051,7253
1005,2025-02,Health & Beauty,120006.49,1457,6448
1005,2025-02,Home & Garden,80038.99,901,3901
1005,2025-02,Apparel,73873.5,864,3193
1005,2025-02,Gas Station,117414.74,2648,11770
1006,2025-02,Grocery,805480.38,11753,35595
1006,2025-02,Fresh Produce,273876.31,3253,13380
1006,2025-02,Meat & Seafood,364959.75,4347,17881
1006,2025-02,Bakery,181019.42,2299,6383
1006,2025-02,Frozen Foods,272502.0,3690,13644
1006,2025-02,Beverages,332545.45,3645,14786
1006,2025-02,Household,412388.78,3882,12290
1006,2025-02,Electronics,271259.47,2838,8540
1006,2025-02,Health & Beauty,194197.54,2709,8751
1006,2025-02,Home & Garden,126029.59,1699,7027
1006,2025-02,Apparel,112680.37,1156,3120
1006,2025-02,Gas Station,179110.16,4042,16633
1007,2025-02,Grocery,590973.76,6961,24857
1007,2025-02,Fresh Produce,221859.39,2781,11454
1007,2025-02,Meat & Seafood,342797.71,4364,12953
1007,2025-02,Bakery,153162.55,1673,4598
1007,2025-02,Frozen Foods,240645.22,3126,9835
1007,2025-02,Beverages,303111.68,3772,12374
1007,2025-02,Household,372763.5,4070,12526
1007,2025-02,Electronics,225865.68,3084,12146
1007,2025-02,Health & Beauty,153703.35,2112,6678
1007,2025-02,Home & Garden,95456.72,1221,4291
1007,2025-02,Apparel,96649.79,1103,3710
1007,2025-02,Gas Station,156543.56,3155,11688
1008,2025-02,Grocery,659825.76,6659,19659
1008,2025-02,Fresh Produce,267472.02,3210,9526
1008,2025-02,Meat & Seafood,379205.13,4748,14860
1008,2025-02,Bakery,165697.76,1786,5407
1008,2025-02,Frozen Foods,271108.78,3705,11754
1008,2025-02,Beverages,338209.66,3497,12087
1008,2025-02,Household,396278.68,4634,18111
1008,2025-02,Electronics,220163.01,2607,10972
1008,2025-02,Health & Beauty,166574.99,2375,8363
1008,2025-02,Home & Garden,109756.89,1453,5829
1008,2025-02,Apparel,103635.48,1097,2995
1008,2025-02,Gas Station,164447.69,3704,12827
1009,2025-02,Grocery,787862.41,9658,36292
1009,2025-02,Fresh Produce,282700.33,3578,11494
1009,2025-02,Meat & Seafood,425780.3,4688,15256
1009,2025-02,Bakery,177386.06,2404,9640
1009,2025-02,Frozen Foods,308023.03,4354,11745
1009,2025-02,Beverages,383780.6,4630,13169
1009,2025-02,Household,499452.68,6250,20402
1009,2025-02,Electronics,269751.14,2867,12109
1009,2025-02,Health & Beauty,190601.23,2726,7681
1009,2025-02,Home & Garden,120526.15,1326,3445
1009,2025-02,Apparel,102303.97,1343,5391
1009,2025-02,Gas Station,186723.52,3462,12377
1010,2025-02,Grocery,659263.49,8107,36049
1010,2025-02,Fresh Produce,232463.86,2552,11016
1010,2025-02,Meat & Seafood,376129.94,4393,18780
1010,2025-02,Bakery,160266.05,1678,5177
1010,2025-02,Frozen Foods,292568.08,3499,10980
1010,2025-02,Beverages,296218.21,3409,13235
1010,2025-02,Household,423488.18,4514,11967
1010,2025-02,Electronics,225846.85,3153,13241
1010,2025-02,Health & Beauty,176269.01,1900,6190
1010,2025-02,Home & Garden,104589.08,1119,4302
1010,2025-02,Apparel,98878.99,1373,4400
1010,2025-02,Gas Station,159978.63,3442,14645
1011,2025-02,Grocery,576061.71,6528,26793
1011,2025-02,Fresh Produce,210706.63,2222,6264
1011,2025-02,Meat & Seafood,293234.94,3752,12799
1011,2025-02,Bakery,143227.07,1779,5288
1011,2025-02,Frozen Foods,207658.84,2837,9184
1011,2025-02,Beverages,261761.11,3558,11357
1011,2025-02,Household,310444.93,3945,9984
1011,2025-02,Electronics,190004.23,1980,7758
1011,2025-02,Health & Beauty,135589.46,1649,6563
1011,2025-02,Home & Garden,91352.85,1028,4010
1011,2025-02,Apparel,79331.16,917,3636
1011,2025-02,Gas Station,135290.77,2603,8872
1012,2025-02,Grocery,661075.66,7906,20049
1012,2025-02,Fresh Produce,260603.69,3381,13830
1012,2025-02,Meat & Seafood,357619.06,4141,17221
1012,2025-02,Bakery,151352.57,1725,5253
1012,2025-02,Frozen Foods,231981.45,3000,10230
1012,2025-02,Beverages,318737.18,2955,10106
1012,2025-02,Household,407995.21,5756,19570
1012,2025-02,Electronics,207470.28,2173,6485
1012,2025-02,Health & Beauty,147399.47,1741,4399
1012,2025-02,Home & Garden,106599.16,1334,3490
1012,2025-02,Apparel,93249.82,1077,3247
1012,2025-02,Gas Station,152303.6,3047,9431
1013,2025-02,Grocery,564812.79,6353,22542
1013,2025-02,Fresh Produce,202401.27,2429,9745
1013,2025-02,Meat & Seafood,294913.03,3448,10755
1013,2025-02,Bakery,147011.89,1645,6264
1013,2025-02,Frozen Foods,223318.37,2108,8069
1013,2025-02,Beverages,288165.51,3400,13423
1013,2025-02,Household,333344.26,3851,14929
